"Store","Dept","Date","IsHoliday","Predict"
1,4,2012-11-02,0,37349.0106222028
1,4,2012-11-09,0,39562.1034296614
1,4,2012-11-16,0,41694.1379972015
1,4,2012-11-23,1,42372.6537902416
1,4,2012-11-30,0,41694.0195892543
1,4,2012-12-07,0,41187.4234289456
1,4,2012-12-14,0,42043.5826972587
1,4,2012-12-21,0,43560.0634285096
1,4,2012-12-28,1,43717.7570416096
1,4,2013-01-04,0,41428.6674026665
1,4,2013-01-11,0,37966.4793372583
1,4,2013-01-18,0,35872.5901605385
1,4,2013-01-25,0,36445.7917530923
1,4,2013-02-01,0,38541.338779738
1,4,2013-02-08,1,39928.2290863783
1,4,2013-02-15,0,39597.5551021482
1,4,2013-02-22,0,38484.0125705818
1,4,2013-03-01,0,38037.8152057543
1,4,2013-03-08,0,38530.0336504573
1,4,2013-03-15,0,39036.5723573235
1,4,2013-03-22,0,38845.9406036924
1,4,2013-03-29,0,38367.4886473425
1,4,2013-04-05,0,38443.2193828574
1,4,2013-04-12,0,39089.4370519843
1,4,2013-04-19,0,39389.5328263975
1,4,2013-04-26,0,38712.7591436096
1,4,2013-05-03,0,37679.1227375177
1,4,2013-05-10,0,37570.5022863359
1,4,2013-05-17,0,38837.5470872034
1,4,2013-05-24,0,40510.1199350626
1,4,2013-05-31,0,41242.4959130509
1,4,2013-06-07,0,40759.6828169796
1,4,2013-06-14,0,40027.2840906313
1,4,2013-06-21,0,40032.0304607962
1,4,2013-06-28,0,40677.1567695958
1,4,2013-07-05,0,41045.9553199989
1,4,2013-07-12,0,40593.8136094172
1,4,2013-07-19,0,39799.6525942514
1,4,2013-07-26,0,39582.3292590249
1,5,2012-11-02,0,25773.957023544
1,5,2012-11-09,0,31349.1738925352
1,5,2012-11-16,0,37119.638764372
1,5,2012-11-23,1,41842.1458444875
1,5,2012-11-30,0,46447.2928334203
1,5,2012-12-07,0,51833.0677232334
1,5,2012-12-14,0,56075.7696334993
1,5,2012-12-21,0,54888.7250926546
1,5,2012-12-28,1,45721.4903296009
1,5,2013-01-04,0,31460.0499571326
1,5,2013-01-11,0,19412.8079856032
1,5,2013-01-18,0,15851.6441788022
1,5,2013-01-25,0,21042.9231995173
1,5,2013-02-01,0,29409.8951598134
1,5,2013-02-08,1,34490.3991798148
1,5,2013-02-15,0,33914.0804111659
1,5,2013-02-22,0,30128.7645799236
1,5,2013-03-01,0,27072.5414400754
1,5,2013-03-08,0,26558.6061026189
1,5,2013-03-15,0,27531.1575118049
1,5,2013-03-22,0,27971.0057121988
1,5,2013-03-29,0,26937.0447111339
1,5,2013-04-05,0,24930.2973604242
1,5,2013-04-12,0,22919.1041134822
1,5,2013-04-19,0,21426.1999211088
1,5,2013-04-26,0,20412.8582462623
1,5,2013-05-03,0,19645.3809653571
1,5,2013-05-10,0,19007.0362149478
1,5,2013-05-17,0,18610.8060989489
1,5,2013-05-24,0,18763.5015549668
1,5,2013-05-31,0,19726.6806033647
1,5,2013-06-07,0,21319.5087167728
1,5,2013-06-14,0,22761.632086292
1,5,2013-06-21,0,23136.3759206629
1,5,2013-06-28,0,22193.7388357448
1,5,2013-07-05,0,20649.9843876404
1,5,2013-07-12,0,19548.6227216152
1,5,2013-07-19,0,19310.0003631449
1,5,2013-07-26,0,19506.5963864497
1,6,2012-11-02,0,4175.16221108417
1,6,2012-11-09,0,5195.93582805226
1,6,2012-11-16,0,5847.29659474766
1,6,2012-11-23,1,6189.75245969378
1,6,2012-11-30,0,7194.79475654314
1,6,2012-12-07,0,9465.42094560944
1,6,2012-12-14,0,11979.5338979033
1,6,2012-12-21,0,12554.5971584861
1,6,2012-12-28,1,9887.09665996851
1,6,2013-01-04,0,5093.64566234006
1,6,2013-01-11,0,993.849664427476
1,6,2013-01-18,0,-276.081693659433
1,6,2013-01-25,0,1053.18174565183
1,6,2013-02-01,0,2992.6606564006
1,6,2013-02-08,1,3853.52506701466
1,6,2013-02-15,0,3560.47817354386
1,6,2013-02-22,0,3116.20540142311
1,6,2013-03-01,0,3197.94816931392
1,6,2013-03-08,0,3552.67040977825
1,6,2013-03-15,0,3611.85693950536
1,6,2013-03-22,0,3291.97584081177
1,6,2013-03-29,0,2982.77452620327
1,6,2013-04-05,0,2939.84643221044
1,6,2013-04-12,0,3008.55456442979
1,6,2013-04-19,0,2998.37399210205
1,6,2013-04-26,0,3069.16118305532
1,6,2013-05-03,0,3509.91139153383
1,6,2013-05-10,0,4202.74353818306
1,6,2013-05-17,0,4571.47879499076
1,6,2013-05-24,0,4194.8247164843
1,6,2013-05-31,0,3343.049529569
1,6,2013-06-07,0,2726.65283579077
1,6,2013-06-14,0,2724.96721074379
1,6,2013-06-21,0,3025.71783884809
1,6,2013-06-28,0,3086.73057745298
1,6,2013-07-05,0,2800.55057664274
1,6,2013-07-12,0,2530.41839284654
1,6,2013-07-19,0,2540.30002110222
1,6,2013-07-26,0,2622.06752231685
1,7,2012-11-02,0,22624.4488509714
1,7,2012-11-09,0,28275.043992906
1,7,2012-11-16,0,31155.7518402776
1,7,2012-11-23,1,34409.6438299516
1,7,2012-11-30,0,45693.7581310084
1,7,2012-12-07,0,67225.7298464221
1,7,2012-12-14,0,88620.8347117792
1,7,2012-12-21,0,92835.1266846831
1,7,2012-12-28,1,71732.3795783427
1,7,2013-01-04,0,35734.2344651049
1,7,2013-01-11,0,6422.31615496385
1,7,2013-01-18,0,-1627.79773283999
1,7,2013-01-25,0,8009.33684174033
1,7,2013-02-01,0,19896.5857294274
1,7,2013-02-08,1,22671.4645483753
1,7,2013-02-15,0,17876.8827319716
1,7,2013-02-22,0,14292.7776522525
1,7,2013-03-01,0,16448.1331153015
1,7,2013-03-08,0,20639.6310893836
1,7,2013-03-15,0,21254.9628715718
1,7,2013-03-22,0,18153.207244142
1,7,2013-03-29,0,16140.3072745912
1,7,2013-04-05,0,18269.8420993211
1,7,2013-04-12,0,21965.8910106338
1,7,2013-04-19,0,22560.1190698666
1,7,2013-04-26,0,19312.2940597891
1,7,2013-05-03,0,16364.6036169861
1,7,2013-05-10,0,17844.3170084146
1,7,2013-05-17,0,23360.8783720669
1,7,2013-05-24,0,28954.2310827207
1,7,2013-05-31,0,31540.7629308732
1,7,2013-06-07,0,31249.9005648
1,7,2013-06-14,0,29667.3792261361
1,7,2013-06-21,0,27328.2633614652
1,7,2013-06-28,0,23896.2057527817
1,7,2013-07-05,0,20027.4814741312
1,7,2013-07-12,0,17532.8583802757
1,7,2013-07-19,0,17253.8176779419
1,7,2013-07-26,0,17739.5355479327
1,8,2012-11-02,0,39329.3363279021
1,8,2012-11-09,0,39964.6351265998
1,8,2012-11-16,0,40205.3893530842
1,8,2012-11-23,1,40028.0832459268
1,8,2012-11-30,0,40179.2955372403
1,8,2012-12-07,0,41309.0018692865
1,8,2012-12-14,0,42974.93681278
1,8,2012-12-21,0,43811.7850902068
1,8,2012-12-28,1,42883.2226041264
1,8,2013-01-04,0,40793.5827769224
1,8,2013-01-11,0,39276.9949794496
1,8,2013-01-18,0,39617.3380811702
1,8,2013-01-25,0,41520.6555270138
1,8,2013-02-01,0,43530.1384478055
1,8,2013-02-08,1,44408.6735625626
1,8,2013-02-15,0,44025.1653775926
1,8,2013-02-22,0,43048.0804418423
1,8,2013-03-01,0,42101.1703204632
1,8,2013-03-08,0,41387.3066798175
1,8,2013-03-15,0,40942.5330863509
1,8,2013-03-22,0,40883.4606420603
1,8,2013-03-29,0,41232.3744158368
1,8,2013-04-05,0,41673.4995583104
1,8,2013-04-12,0,41763.0495055023
1,8,2013-04-19,0,41449.7526945598
1,8,2013-04-26,0,41220.9619888985
1,8,2013-05-03,0,41584.1028173698
1,8,2013-05-10,0,42455.8874390134
1,8,2013-05-17,0,43213.5029940223
1,8,2013-05-24,0,43370.1952632307
1,8,2013-05-31,0,43063.0441137213
1,8,2013-06-07,0,42784.3451846317
1,8,2013-06-14,0,42745.1041794306
1,8,2013-06-21,0,42697.1426116058
1,8,2013-06-28,0,42399.7123277369
1,8,2013-07-05,0,42047.8870100392
1,8,2013-07-12,0,42037.1659042209
1,8,2013-07-19,0,42357.4194005841
1,8,2013-07-26,0,42468.4272291869
1,9,2012-11-02,0,42868.2913042574
1,9,2012-11-09,0,45200.0470094782
1,9,2012-11-16,0,41782.1056409371
1,9,2012-11-23,1,34391.1530554451
1,9,2012-11-30,0,29332.8648490426
1,9,2012-12-07,0,30962.1393944738
1,9,2012-12-14,0,36769.5739194057
1,9,2012-12-21,0,39611.6390214259
1,9,2012-12-28,1,34886.4965228632
1,9,2013-01-04,0,25050.7777973528
1,9,2013-01-11,0,16903.5120979945
1,9,2013-01-18,0,14928.4162145664
1,9,2013-01-25,0,17801.6235445685
1,9,2013-02-01,0,21080.6986285098
1,9,2013-02-08,1,22283.3218241466
1,9,2013-02-15,0,22724.0431891213
1,9,2013-02-22,0,24926.8089194863
1,9,2013-03-01,0,29359.6349387313
1,9,2013-03-08,0,34151.2430222811
1,9,2013-03-15,0,37357.3670445997
1,9,2013-03-22,0,38633.4556397316
1,9,2013-03-29,0,38670.0574062473
1,9,2013-04-05,0,37817.2111739516
1,9,2013-04-12,0,35926.1993153132
1,9,2013-04-19,0,33308.8555678855
1,9,2013-04-26,0,31108.9765686184
1,9,2013-05-03,0,30380.275493319
1,9,2013-05-10,0,31093.769832608
1,9,2013-05-17,0,32376.6071176048
1,9,2013-05-24,0,33531.0486235837
1,9,2013-05-31,0,34390.915491809
1,9,2013-06-07,0,34726.3352929769
1,9,2013-06-14,0,33931.0120875552
1,9,2013-06-21,0,31787.5875019513
1,9,2013-06-28,0,29263.257565669
1,9,2013-07-05,0,27829.2947591949
1,9,2013-07-12,0,27737.6533375596
1,9,2013-07-19,0,27500.5274938952
1,9,2013-07-26,0,25696.3836718372
1,10,2012-11-02,0,29304.9828659403
1,10,2012-11-09,0,29328.4043907639
1,10,2012-11-16,0,29852.9029689948
1,10,2012-11-23,1,30505.0127464222
1,10,2012-11-30,0,30752.2140420529
1,10,2012-12-07,0,30582.1003017818
1,10,2012-12-14,0,30413.0104499504
1,10,2012-12-21,0,30273.0616100659
1,10,2012-12-28,1,29440.391974391
1,10,2013-01-04,0,27334.7272591621
1,10,2013-01-11,0,24772.5621183465
1,10,2013-01-18,0,23866.2235696183
1,10,2013-01-25,0,26185.1527631584
1,10,2013-02-01,0,30945.4984212906
1,10,2013-02-08,1,35331.3984504884
1,10,2013-02-15,0,36902.6329758768
1,10,2013-02-22,0,35718.1034549859
1,10,2013-03-01,0,34005.4206287293
1,10,2013-03-08,0,33804.9450520336
1,10,2013-03-15,0,35111.121547549
1,10,2013-03-22,0,36311.2477912637
1,10,2013-03-29,0,36124.9004299066
1,10,2013-04-05,0,34784.4421493702
1,10,2013-04-12,0,33379.8755118014
1,10,2013-04-19,0,32492.4446105545
1,10,2013-04-26,0,31827.3536397208
1,10,2013-05-03,0,31055.8160033162
1,10,2013-05-10,0,30541.705537541
1,10,2013-05-17,0,30937.8395143704
1,10,2013-05-24,0,32224.2558140855
1,10,2013-05-31,0,33508.6763930699
1,10,2013-06-07,0,33905.3726225912
1,10,2013-06-14,0,33419.3960251695
1,10,2013-06-21,0,32779.4920882925
1,10,2013-06-28,0,32506.3212848648
1,10,2013-07-05,0,32412.5328787049
1,10,2013-07-12,0,32082.4400372815
1,10,2013-07-19,0,31585.9154900821
1,10,2013-07-26,0,31435.8684196779
1,11,2012-11-02,0,22654.4351667594
1,11,2012-11-09,0,23573.1370282563
1,11,2012-11-16,0,25706.6888120638
1,11,2012-11-23,1,28955.9148574634
1,11,2012-11-30,0,31980.190729797
1,11,2012-12-07,0,33226.6948330862
1,11,2012-12-14,0,32284.5815792708
1,11,2012-12-21,0,30142.2965060404
1,11,2012-12-28,1,28123.0942946615
1,11,2013-01-04,0,26723.7660224979
1,11,2013-01-11,0,25582.2417247112
1,11,2013-01-18,0,24386.8287901386
1,11,2013-01-25,0,23452.9686566848
1,11,2013-02-01,0,23240.691909754
1,11,2013-02-08,1,23531.599700031
1,11,2013-02-15,0,23472.8064994231
1,11,2013-02-22,0,22582.6271464488
1,11,2013-03-01,0,21496.1896245394
1,11,2013-03-08,0,21414.4489601772
1,11,2013-03-15,0,22764.1132667328
1,11,2013-03-22,0,24606.9973850211
1,11,2013-03-29,0,25544.6528164558
1,11,2013-04-05,0,25141.0842608445
1,11,2013-04-12,0,24280.727123225
1,11,2013-04-19,0,24117.096900792
1,11,2013-04-26,0,24876.3220951994
1,11,2013-05-03,0,25867.6461529613
1,11,2013-05-10,0,26569.0897927677
1,11,2013-05-17,0,27400.8917304579
1,11,2013-05-24,0,29232.4406092323
1,11,2013-05-31,0,32206.9610106904
1,11,2013-06-07,0,35270.2808733494
1,11,2013-06-14,0,36972.2290203381
1,11,2013-06-21,0,36700.1605300923
1,11,2013-06-28,0,35109.4965408382
1,11,2013-07-05,0,33446.3096296536
1,11,2013-07-12,0,32541.5554785395
1,11,2013-07-19,0,32362.1862037466
1,11,2013-07-26,0,32270.1725039543
1,12,2012-11-02,0,9773.58083551383
1,12,2012-11-09,0,9461.20122809966
1,12,2012-11-16,0,9441.65919912939
1,12,2012-11-23,1,9169.79972731831
1,12,2012-11-30,0,8376.07785355694
1,12,2012-12-07,0,7486.61624986761
1,12,2012-12-14,0,7156.70093275897
1,12,2012-12-21,0,7486.74545663441
1,12,2012-12-28,1,7902.09988025921
1,12,2013-01-04,0,7853.74593077961
1,12,2013-01-11,0,7471.45762709891
1,12,2013-01-18,0,7367.81649781818
1,12,2013-01-25,0,7863.06868158557
1,12,2013-02-01,0,8618.97762521793
1,12,2013-02-08,1,9128.95036047752
1,12,2013-02-15,0,9407.66497242875
1,12,2013-02-22,0,9967.09590423656
1,12,2013-03-01,0,11087.1670433324
1,12,2013-03-08,0,12315.0492079493
1,12,2013-03-15,0,12870.5201501021
1,12,2013-03-22,0,12505.2976762845
1,12,2013-03-29,0,11781.1942109595
1,12,2013-04-05,0,11432.3464018009
1,12,2013-04-12,0,11587.4009028177
1,12,2013-04-19,0,11768.9517870254
1,12,2013-04-26,0,11604.8311117448
1,12,2013-05-03,0,11322.9989176825
1,12,2013-05-10,0,11421.7054533649
1,12,2013-05-17,0,11969.7524233748
1,12,2013-05-24,0,12446.026455993
1,12,2013-05-31,0,12326.0920767814
1,12,2013-06-07,0,11683.9825785046
1,12,2013-06-14,0,11081.977363529
1,12,2013-06-21,0,10924.3159502975
1,12,2013-06-28,0,11083.7957801889
1,12,2013-07-05,0,11200.4813418542
1,12,2013-07-12,0,11181.5594736926
1,12,2013-07-19,0,11234.7968298109
1,12,2013-07-26,0,11452.6844328926
1,13,2012-11-02,0,39577.9924400071
1,13,2012-11-09,0,40658.1684277934
1,13,2012-11-16,0,41257.4360371314
1,13,2012-11-23,1,40549.2454281409
1,13,2012-11-30,0,38873.0837322657
1,13,2012-12-07,0,37412.3644575436
1,13,2012-12-14,0,37083.9359457203
1,13,2012-12-21,0,37788.5485369338
1,13,2012-12-28,1,38696.8544699918
1,13,2013-01-04,0,39137.5524365159
1,13,2013-01-11,0,39139.5881633174
1,13,2013-01-18,0,39200.080929208
1,13,2013-01-25,0,39689.1284242537
1,13,2013-02-01,0,40539.3359081618
1,13,2013-02-08,1,41403.1464955924
1,13,2013-02-15,0,41962.4367393837
1,13,2013-02-22,0,42072.1542494382
1,13,2013-03-01,0,41742.7261777142
1,13,2013-03-08,0,41120.5328748964
1,13,2013-03-15,0,40480.2879427137
1,13,2013-03-22,0,40114.4728702551
1,13,2013-03-29,0,40131.3657413076
1,13,2013-04-05,0,40364.7669844033
1,13,2013-04-12,0,40533.9970176807
1,13,2013-04-19,0,40508.1695245533
1,13,2013-04-26,0,40393.7925546203
1,13,2013-05-03,0,40374.3171640951
1,13,2013-05-10,0,40521.0125913649
1,13,2013-05-17,0,40790.6898757708
1,13,2013-05-24,0,41148.9504796162
1,13,2013-05-31,0,41598.0013376891
1,13,2013-06-07,0,42064.8825400527
1,13,2013-06-14,0,42356.0147213111
1,13,2013-06-21,0,42323.7385572172
1,13,2013-06-28,0,42071.0510650028
1,13,2013-07-05,0,41895.6674964817
1,13,2013-07-12,0,41977.9816803016
1,13,2013-07-19,0,42186.2505965728
1,13,2013-07-26,0,42280.9936463563
1,14,2012-11-02,0,13279.7009911103
1,14,2012-11-09,0,17966.8401560732
1,14,2012-11-16,0,21929.0356293232
1,14,2012-11-23,1,23433.6404483036
1,14,2012-11-30,0,24035.9554027932
1,14,2012-12-07,0,26470.0182665942
1,14,2012-12-14,0,30787.8953127155
1,14,2012-12-21,0,33423.7594968236
1,14,2012-12-28,1,30664.9849985259
1,14,2013-01-04,0,22856.7425648572
1,14,2013-01-11,0,14621.0576575378
1,14,2013-01-18,0,10736.0444272603
1,14,2013-01-25,0,12051.6139922878
1,14,2013-02-01,0,15535.0683053998
1,14,2013-02-08,1,17824.7209679776
1,14,2013-02-15,0,18122.929740039
1,14,2013-02-22,0,17706.0079730915
1,14,2013-03-01,0,17519.4508798115
1,14,2013-03-08,0,17112.4543430365
1,14,2013-03-15,0,15840.6360968766
1,14,2013-03-22,0,14232.8835612115
1,14,2013-03-29,0,13517.4273069746
1,14,2013-04-05,0,14028.6169452117
1,14,2013-04-12,0,14759.0194956057
1,14,2013-04-19,0,14703.5455272902
1,14,2013-04-26,0,14169.9657446857
1,14,2013-05-03,0,14263.6648705299
1,14,2013-05-10,0,15230.5330962122
1,14,2013-05-17,0,15925.6347143573
1,14,2013-05-24,0,15222.9862039693
1,14,2013-05-31,0,13583.6776035271
1,14,2013-06-07,0,12690.0945545225
1,14,2013-06-14,0,13493.2360585177
1,14,2013-06-21,0,15072.6006560656
1,14,2013-06-28,0,15717.7519290424
1,14,2013-07-05,0,14875.3248075402
1,14,2013-07-12,0,13596.9720720799
1,14,2013-07-19,0,13096.9194501438
1,14,2013-07-26,0,13370.8148014639
1,16,2012-11-02,0,7083.92936458892
1,16,2012-11-09,0,6116.81322655535
1,16,2012-11-16,0,6322.60604639211
1,16,2012-11-23,1,6816.26001719563
1,16,2012-11-30,0,6608.90898220126
1,16,2012-12-07,0,5796.25853293977
1,16,2012-12-14,0,5327.19172225481
1,16,2012-12-21,0,5694.73477910469
1,16,2012-12-28,1,6286.03822187333
1,16,2013-01-04,0,6236.40741081192
1,16,2013-01-11,0,5643.8948970027
1,16,2013-01-18,0,5537.29489462301
1,16,2013-01-25,0,6653.07421952437
1,16,2013-02-01,0,8656.90456017457
1,16,2013-02-08,1,10841.0193541305
1,16,2013-02-15,0,13334.4597391659
1,16,2013-02-22,0,17140.4810078076
1,16,2013-03-01,0,22863.3109742643
1,16,2013-03-08,0,29770.3689244056
1,16,2013-03-15,0,36444.8970015803
1,16,2013-03-22,0,42170.3440620844
1,16,2013-03-29,0,47168.803860031
1,16,2013-04-05,0,51361.109646268
1,16,2013-04-12,0,53466.3595128833
1,16,2013-04-19,0,52056.207626
1,16,2013-04-26,0,47616.8867123599
1,16,2013-05-03,0,42972.6146243748
1,16,2013-05-10,0,41024.9244566683
1,16,2013-05-17,0,42004.1407153539
1,16,2013-05-24,0,43338.8995662514
1,16,2013-05-31,0,42450.6413586248
1,16,2013-06-07,0,39422.3535419559
1,16,2013-06-14,0,36590.9743727009
1,16,2013-06-21,0,35650.4967020151
1,16,2013-06-28,0,35683.0628897466
1,16,2013-07-05,0,34338.4393340931
1,16,2013-07-12,0,30647.9725651357
1,16,2013-07-19,0,26145.7767965145
1,16,2013-07-26,0,23117.7229896901
1,17,2012-11-02,0,7259.6226421507
1,17,2012-11-09,0,8345.97358476643
1,17,2012-11-16,0,9205.70664083764
1,17,2012-11-23,1,9529.45347821832
1,17,2012-11-30,0,9971.47489362113
1,17,2012-12-07,0,11253.548966685
1,17,2012-12-14,0,13021.0303691231
1,17,2012-12-21,0,13882.1311983066
1,17,2012-12-28,1,12737.041680315
1,17,2013-01-04,0,9995.90951679315
1,17,2013-01-11,0,7353.39779979724
1,17,2013-01-18,0,6343.8220973948
1,17,2013-01-25,0,7156.28582125284
1,17,2013-02-01,0,8785.62038773183
1,17,2013-02-08,1,10123.788763667
1,17,2013-02-15,0,10765.5055717884
1,17,2013-02-22,0,10893.3621228096
1,17,2013-03-01,0,10714.680765021
1,17,2013-03-08,0,10225.6469046377
1,17,2013-03-15,0,9430.19687408017
1,17,2013-03-22,0,8534.48194796875
1,17,2013-03-29,0,7807.22286628045
1,17,2013-04-05,0,7349.84670257638
1,17,2013-04-12,0,7125.27197842419
1,17,2013-04-19,0,7154.62712626856
1,17,2013-04-26,0,7510.53082365803
1,17,2013-05-03,0,8060.74106909777
1,17,2013-05-10,0,8376.70768495215
1,17,2013-05-17,0,8092.82227675255
1,17,2013-05-24,0,7369.82523636464
1,17,2013-05-31,0,6840.04905388397
1,17,2013-06-07,0,6970.17656812278
1,17,2013-06-14,0,7533.82030762794
1,17,2013-06-21,0,7844.85472206379
1,17,2013-06-28,0,7523.64777773077
1,17,2013-07-05,0,6910.08791105881
1,17,2013-07-12,0,6646.14505299344
1,17,2013-07-19,0,6950.64838541124
1,17,2013-07-26,0,7458.5418733233
1,18,2012-11-02,0,13245.681810473
1,18,2012-11-09,0,10371.6958024321
1,18,2012-11-16,0,14111.8392260995
1,18,2012-11-23,1,26728.8730693724
1,18,2012-11-30,0,41134.609180102
1,18,2012-12-07,0,46970.8238620808
1,18,2012-12-14,0,40443.3169648583
1,18,2012-12-21,0,27178.2967135273
1,18,2012-12-28,1,15556.2058522267
1,18,2013-01-04,0,8785.61674099993
1,18,2013-01-11,0,4479.89224083031
1,18,2013-01-18,0,657.581546302788
1,18,2013-01-25,0,-545.688611684933
1,18,2013-02-01,0,3671.02104980225
1,18,2013-02-08,1,11177.8737100213
1,18,2013-02-15,0,15283.1595896555
1,18,2013-02-22,0,11548.8454667013
1,18,2013-03-01,0,3009.46921949087
1,18,2013-03-08,0,-2750.43911713848
1,18,2013-03-15,0,-1482.88341204601
1,18,2013-03-22,0,3899.66330906965
1,18,2013-03-29,0,7477.91196437178
1,18,2013-04-05,0,6909.76490818481
1,18,2013-04-12,0,4735.76811705386
1,18,2013-04-19,0,3899.43590980678
1,18,2013-04-26,0,3962.61431692119
1,18,2013-05-03,0,2659.17759743898
1,18,2013-05-10,0,-102.883726286683
1,18,2013-05-17,0,-1720.97305135426
1,18,2013-05-24,0,-601.218531396185
1,18,2013-06-07,0,720.483848352661
1,18,2013-07-05,0,3536.12364630105
1,19,2012-11-02,0,1299.69266090562
1,19,2012-11-09,0,1136.5975826246
1,19,2012-11-16,0,1039.76509250297
1,19,2012-11-23,1,1084.23922102556
1,19,2012-11-30,0,1256.90613911419
1,19,2012-12-07,0,1458.85168854407
1,19,2012-12-14,0,1555.5009577801
1,19,2012-12-21,0,1453.67046252506
1,19,2012-12-28,1,1168.59647366801
1,19,2013-01-04,0,831.949739070494
