"Store","Dept","Date","IsHoliday","Predict"
1,3,2013-06-28,0,9617.67427333333
1,3,2013-07-05,0,11458.2305622222
1,3,2013-07-12,0,11151.789227037
1,3,2013-07-19,0,14730.61227
1,3,2013-07-26,0,16159.0181155555
1,4,2012-11-02,0,39209.6831688889
1,4,2012-11-09,0,38926.2293766667
1,4,2012-11-16,0,37953.1524277778
1,4,2012-11-23,1,43246.2384733333
1,4,2012-11-30,0,40603.52065
1,4,2012-12-07,0,40566.0222977778
1,4,2012-12-14,0,39508.6052811111
1,4,2012-12-21,0,41696.0397111111
1,4,2012-12-28,1,41769.7528877778
1,4,2013-01-04,0,38982.0535155556
1,4,2013-01-11,0,36368.7287266667
1,4,2013-01-18,0,35616.0996622222
1,4,2013-01-25,0,35338.4650266667
1,4,2013-02-01,0,41171.9714922222
1,4,2013-02-08,1,40840.2067011111
1,4,2013-02-15,0,36953.5617811111
1,4,2013-02-22,0,36778.96042
1,4,2013-03-01,0,38968.8279277778
1,4,2013-03-08,0,39842.9260277778
1,4,2013-03-15,0,36691.6686133333
1,4,2013-03-22,0,39797.9925033333
1,4,2013-03-29,0,38390.4936044445
1,4,2013-04-05,0,41081.9758588889
1,4,2013-04-12,0,37075.3347177778
1,4,2013-04-19,0,38473.3527322222
1,4,2013-04-26,0,38609.2595444444
1,4,2013-05-03,0,39522.4396381481
1,4,2013-05-10,0,37439.8549888889
1,4,2013-05-17,0,36979.1746323809
1,4,2013-05-24,0,39300.6766688889
1,4,2013-05-31,0,39528.4212285185
1,4,2013-06-07,0,39189.0949211111
1,4,2013-06-14,0,39122.7874955556
1,4,2013-06-21,0,38553.1208366667
1,4,2013-06-28,0,36867.4888406349
1,4,2013-07-05,0,40631.4360520635
1,4,2013-07-12,0,38862.2042887302
1,4,2013-07-19,0,38298.5085939154
1,4,2013-07-26,0,36538.6864862169
1,5,2012-11-02,0,27848.0218477778
1,5,2012-11-09,0,28645.5509655555
1,5,2012-11-16,0,28514.8842388889
1,5,2012-11-23,1,54221.0936544445
1,5,2012-11-30,0,43207.0091433333
1,5,2012-12-07,0,45526.5465955555
1,5,2012-12-14,0,42917.16915
1,5,2012-12-21,0,51030.6979944444
1,5,2012-12-28,1,44605.5282277778
1,5,2013-01-04,0,27154.3741955556
1,5,2013-01-11,0,25135.4381144444
1,5,2013-01-18,0,22676.14844
1,5,2013-01-25,0,22250.9256311111
1,5,2013-02-01,0,30122.5144922222
1,5,2013-02-08,1,32949.3057044444
1,5,2013-02-15,0,32820.1113855555
1,5,2013-02-22,0,31681.1638055556
1,5,2013-03-01,0,28422.2803022222
1,5,2013-03-08,0,26799.2035877778
1,5,2013-03-15,0,26721.4478111111
1,5,2013-03-22,0,29673.3698955555
1,5,2013-03-29,0,28035.1768922222
1,5,2013-04-05,0,26955.3087111111
1,5,2013-04-12,0,23203.0100311111
1,5,2013-04-19,0,20713.9656844444
1,5,2013-04-26,0,25431.74632
1,5,2013-05-03,0,21303.3918369841
1,5,2013-05-10,0,24807.7442511111
1,5,2013-05-17,0,21641.8345277778
1,5,2013-05-24,0,22997.9677288889
1,5,2013-05-31,0,20023.1934592063
1,5,2013-06-07,0,20959.3101077778
1,5,2013-06-14,0,21157.3031966667
1,5,2013-06-21,0,20266.91782
1,5,2013-06-28,0,19258.0446577778
1,5,2013-07-05,0,23094.9564744444
1,5,2013-07-12,0,20587.2326372222
1,5,2013-07-19,0,20389.0706066667
1,5,2013-07-26,0,19485.0288047619
1,6,2012-11-02,0,3941.01635333333
1,6,2012-11-09,0,3463.36576888889
1,6,2012-11-16,0,3812.89594555555
1,6,2012-11-23,1,14337.5821977778
1,6,2012-11-30,0,10079.8835944444
1,6,2012-12-07,0,8381.01869444444
1,6,2012-12-14,0,9261.85340222223
1,6,2012-12-21,0,13443.6219511111
1,6,2012-12-28,1,12062.1777144444
1,6,2013-01-04,0,3073.32068777778
1,6,2013-01-11,0,2864.84178555556
1,6,2013-01-18,0,2777.11254777778
1,6,2013-01-25,0,2648.96066333334
1,6,2013-02-01,0,3732.98498111111
1,6,2013-02-08,1,4514.92690333334
1,6,2013-02-15,0,3699.65725888889
1,6,2013-02-22,0,3727.27792222222
1,6,2013-03-01,0,3784.07334
1,6,2013-03-08,0,3547.58408555556
1,6,2013-03-15,0,3782.57324111111
1,6,2013-03-22,0,4099.56365111111
1,6,2013-03-29,0,4572.49562888889
1,6,2013-04-05,0,3923.89264
1,6,2013-04-12,0,3435.30501666667
1,6,2013-04-19,0,3587.57358222222
1,6,2013-04-26,0,3851.66650444444
1,6,2013-05-03,0,5566.01114444445
1,6,2013-05-10,0,5599.10459666667
1,6,2013-05-17,0,5522.78457
1,6,2013-05-24,0,5696.73399555556
1,6,2013-05-31,0,5633.84303111111
1,6,2013-06-07,0,5220.51144111112
1,6,2013-06-14,0,5481.58477333333
1,6,2013-06-21,0,5224.03154888889
1,6,2013-06-28,0,4607.88934222222
1,6,2013-07-05,0,5603.12156555556
1,6,2013-07-12,0,4980.88742190476
1,6,2013-07-19,0,4986.63939190476
1,6,2013-07-26,0,4770.41926079365
1,7,2012-11-02,0,23495.4978533333
1,7,2012-11-09,0,22741.6288633333
1,7,2012-11-16,0,29128.7771744445
1,7,2012-11-23,1,67499.8504411111
1,7,2012-11-30,0,56770.5243188889
1,7,2012-12-07,0,56392.5267577778
1,7,2012-12-14,0,67833.5862566667
1,7,2012-12-21,0,82064.4310255556
1,7,2012-12-28,1,61943.65993
1,7,2013-01-04,0,13412.8611377778
1,7,2013-01-11,0,13569.0514144445
1,7,2013-01-18,0,12535.5909133333
1,7,2013-01-25,0,14277.6338722222
1,7,2013-02-01,0,21524.0695588889
1,7,2013-02-08,1,22480.4567377778
1,7,2013-02-15,0,19767.6236266667
1,7,2013-02-22,0,19355.0698522222
1,7,2013-03-01,0,19747.00523
1,7,2013-03-08,0,21048.1344788889
1,7,2013-03-15,0,20258.8547222222
1,7,2013-03-22,0,27952.8953177778
1,7,2013-03-29,0,27072.5313
1,7,2013-04-05,0,27311.5007522222
1,7,2013-04-12,0,19688.8181477778
1,7,2013-04-19,0,22462.7985633333
1,7,2013-04-26,0,21703.1813444444
1,7,2013-05-03,0,23781.0754148485
1,7,2013-05-10,0,20216.4747148485
1,7,2013-05-17,0,20567.6200692929
1,7,2013-05-24,0,33381.8955911111
1,7,2013-05-31,0,33625.6578248148
1,7,2013-06-07,0,27846.3113777778
1,7,2013-06-14,0,30981.3286914815
1,7,2013-06-21,0,30383.041117037
1,7,2013-06-28,0,26825.3495581482
1,7,2013-07-05,0,31752.1944492593
1,7,2013-07-12,0,23418.2943492593
1,7,2013-07-19,0,22419.4520698148
1,7,2013-07-26,0,20855.7431653704
1,8,2012-11-02,0,39306.0061533333
1,8,2012-11-09,0,38105.2364677778
1,8,2012-11-16,0,37909.0689122222
1,8,2012-11-23,1,37842.9197977778
1,8,2012-11-30,0,38528.2651988889
1,8,2012-12-07,0,39432.2169177778
1,8,2012-12-14,0,38422.0020322222
1,8,2012-12-21,0,38653.2621911111
1,8,2012-12-28,1,37611.1366944444
1,8,2013-01-04,0,38111.5969011111
1,8,2013-01-11,0,36746.1199333333
1,8,2013-01-18,0,36692.4585077778
1,8,2013-01-25,0,36561.35721
1,8,2013-02-01,0,39862.9673551852
1,8,2013-02-08,1,39456.3011677778
1,8,2013-02-15,0,37771.5373133333
1,8,2013-02-22,0,37736.2854633333
1,8,2013-03-01,0,38723.34522
1,8,2013-03-08,0,38184.4579322222
1,8,2013-03-15,0,37614.6965677777
1,8,2013-03-22,0,38659.0339422222
1,8,2013-03-29,0,38107.7026022222
1,8,2013-04-05,0,39308.8514788889
1,8,2013-04-12,0,37602.8288866666
1,8,2013-04-19,0,38309.0626088888
1,8,2013-04-26,0,38221.3190544444
1,8,2013-05-03,0,37000.403533266
1,8,2013-05-10,0,35884.4481180808
1,8,2013-05-17,0,35758.1747308878
1,8,2013-05-24,0,35941.4482175545
1,8,2013-05-31,0,35721.4942219989
1,8,2013-06-07,0,36599.895890303
1,8,2013-06-14,0,36038.3857164434
1,8,2013-06-21,0,35823.4062686656
1,8,2013-06-28,0,35485.1973053323
1,8,2013-07-05,0,37282.2342365993
1,8,2013-07-12,0,35396.5060131101
1,8,2013-07-19,0,35530.0830663424
1,8,2013-07-26,0,34671.6480263424
1,9,2012-11-02,0,40154.40478
1,9,2012-11-09,0,36230.7579892063
1,9,2012-11-16,0,34525.3190736508
1,9,2012-11-23,1,39884.9520866667
1,9,2012-11-30,0,38087.0739311111
1,9,2012-12-07,0,36901.2150166667
1,9,2012-12-14,0,32572.5075955556
1,9,2012-12-21,0,38747.9584911111
1,9,2012-12-28,1,32279.7821611111
1,9,2013-01-04,0,19736.0685322222
1,9,2013-01-11,0,19986.8685355556
1,9,2013-01-18,0,18224.7169177778
1,9,2013-01-25,0,18115.5641244445
1,9,2013-02-01,0,24293.4471911111
1,9,2013-02-08,1,24482.5036188889
1,9,2013-02-15,0,24069.0716755556
1,9,2013-02-22,0,25855.5931655556
1,9,2013-03-01,0,30293.90745
1,9,2013-03-08,0,29377.9523622222
1,9,2013-03-15,0,31664.4950211111
1,9,2013-03-22,0,34496.8232922222
1,9,2013-03-29,0,32635.7124977778
1,9,2013-04-05,0,31724.9352277778
1,9,2013-04-12,0,29457.3716511111
1,9,2013-04-19,0,30895.8004655556
1,9,2013-04-26,0,30397.0277955556
1,9,2013-05-03,0,29333.849718661
1,9,2013-05-10,0,28409.8653023118
1,9,2013-05-17,0,29748.2370412006
1,9,2013-05-24,0,30187.2590308832
1,9,2013-05-31,0,31072.335495698
1,9,2013-06-07,0,28970.3231475499
1,9,2013-06-14,0,30478.4106431054
1,9,2013-06-21,0,29338.3760114815
1,9,2013-06-28,0,26900.7480992592
1,9,2013-07-05,0,28356.9115681482
1,9,2013-07-12,0,24699.0094581481
1,9,2013-07-19,0,25452.6360518519
1,9,2013-07-26,0,23336.1210774074
1,10,2012-11-02,0,29591.4481911111
1,10,2012-11-09,0,32034.7274611111
1,10,2012-11-16,0,31551.3814922222
1,10,2012-11-23,1,30056.1854477778
1,10,2012-11-30,0,29585.4555788889
1,10,2012-12-07,0,30508.9322322222
1,10,2012-12-14,0,29439.1377422222
1,10,2012-12-21,0,30123.8461811111
1,10,2012-12-28,1,31966.54621
1,10,2013-01-04,0,27110.4169782828
1,10,2013-01-11,0,26979.0191816162
1,10,2013-01-18,0,25751.8615793939
1,10,2013-01-25,0,25901.2942538384
1,10,2013-02-01,0,35851.4243516162
1,10,2013-02-08,1,35380.59966
1,10,2013-02-15,0,35509.1357966667
1,10,2013-02-22,0,35364.25867
1,10,2013-03-01,0,36110.6493144444
1,10,2013-03-08,0,33097.9322177778
1,10,2013-03-15,0,32641.9831011111
1,10,2013-03-22,0,36630.5922822222
1,10,2013-03-29,0,36051.5991433333
1,10,2013-04-05,0,34867.1056344444
1,10,2013-04-12,0,30272.666355
1,10,2013-04-19,0,31355.1271177778
1,10,2013-04-26,0,30726.1874188889
1,10,2013-05-03,0,31557.4880783333
1,10,2013-05-10,0,31144.1490922222
1,10,2013-05-17,0,34119.7893111111
1,10,2013-05-24,0,30686.4061388889
1,10,2013-05-31,0,30601.8204444444
1,10,2013-06-07,0,31795.4540638889
1,10,2013-06-14,0,34469.0253288889
1,10,2013-06-21,0,31865.4706988889
1,10,2013-06-28,0,30587.8890355555
1,10,2013-07-05,0,32426.2783377778
1,10,2013-07-12,0,30561.1976322222
1,10,2013-07-19,0,29914.2936833333
1,10,2013-07-26,0,29490.6174811111
1,11,2012-11-02,0,25096.3388744445
1,11,2012-11-09,0,24139.9714122222
1,11,2012-11-16,0,25188.9076577778
1,11,2012-11-23,1,27327.25936
1,11,2012-11-30,0,27648.96123
1,11,2012-12-07,0,29766.6553511111
1,11,2012-12-14,0,28644.9878555556
1,11,2012-12-21,0,28652.1850566667
1,11,2012-12-28,1,26141.5054211111
1,11,2013-01-04,0,24204.0104377778
1,11,2013-01-11,0,23951.05715
1,11,2013-01-18,0,21848.78259
1,11,2013-01-25,0,21132.8695211111
1,11,2013-02-01,0,25134.9554522222
1,11,2013-02-08,1,25406.2759577778
1,11,2013-02-15,0,24030.4536422222
1,11,2013-02-22,0,23469.2891511111
1,11,2013-03-01,0,23439.9711211111
1,11,2013-03-08,0,24982.7323755556
1,11,2013-03-15,0,23256.8548866666
1,11,2013-03-22,0,25018.89225
1,11,2013-03-29,0,24357.1448655556
1,11,2013-04-05,0,24702.8852766667
1,11,2013-04-12,0,22304.4416544444
1,11,2013-04-19,0,23376.8887244444
1,11,2013-04-26,0,23131.6768122222
1,11,2013-05-03,0,25586.8730461111
1,11,2013-05-10,0,24549.0433022222
1,11,2013-05-17,0,25089.4477333333
1,11,2013-05-24,0,27736.4482222222
1,11,2013-05-31,0,28821.6276625253
1,11,2013-06-07,0,29753.1578975252
1,11,2013-06-14,0,29500.4957688889
1,11,2013-06-21,0,31331.1875122222
1,11,2013-06-28,0,35233.0268160173
1,11,2013-07-05,0,29538.7059833333
1,11,2013-07-12,0,32351.3139011111
1,11,2013-07-19,0,27930.7782055556
1,11,2013-07-26,0,29315.5065806349
1,12,2012-11-02,0,9729.03639666667
1,12,2012-11-09,0,9808.18847222222
1,12,2012-11-16,0,9066.11189555556
1,12,2012-11-23,1,8962.14182222222
1,12,2012-11-30,0,8686.13708777778
1,12,2012-12-07,0,9379.71806222223
1,12,2012-12-14,0,8225.66068111111
1,12,2012-12-21,0,9075.42598666667
1,12,2012-12-28,1,8387.23455555555
1,12,2013-01-04,0,8365.57148444444
1,12,2013-01-11,0,8624.23309888888
1,12,2013-01-18,0,8445.82631888889
1,12,2013-01-25,0,9295.00175333333
1,12,2013-02-01,0,9980.66824
1,12,2013-02-08,1,10171.84087
1,12,2013-02-15,0,9416.45012
1,12,2013-02-22,0,9705.80997333333
1,12,2013-03-01,0,10084.1373477778
1,12,2013-03-08,0,10152.8238145455
1,12,2013-03-15,0,11247.2734392593
1,12,2013-03-22,0,11523.0214192593
1,12,2013-03-29,0,10141.7229792593
1,12,2013-04-05,0,11090.7173677778
1,12,2013-04-12,0,11147.4869723232
1,12,2013-04-19,0,11173.2598777778
1,12,2013-04-26,0,11057.3528055556
1,12,2013-05-03,0,11091.2588489974
1,12,2013-05-10,0,10832.9379689974
1,12,2013-05-17,0,10921.5232249234
1,12,2013-05-24,0,11342.7691782567
1,12,2013-05-31,0,11030.2990801086
1,12,2013-06-07,0,10990.8002989974
1,12,2013-06-14,0,11412.6622968557
1,12,2013-06-21,0,11265.0611646335
1,12,2013-06-28,0,10874.74207159
1,12,2013-07-05,0,11312.8977101891
1,12,2013-07-12,0,11268.9790568557
1,12,2013-07-19,0,11250.6734664854
1,12,2013-07-26,0,11069.374914553
1,13,2012-11-02,0,42229.7086888889
1,13,2012-11-09,0,41635.9516422222
1,13,2012-11-16,0,38897.9830677777
1,13,2012-11-23,1,38567.4466511111
1,13,2012-11-30,0,38080.3793888889
1,13,2012-12-07,0,40218.6467733333
1,13,2012-12-14,0,37031.4425977778
1,13,2012-12-21,0,37505.6417544445
1,13,2012-12-28,1,37322.5827522222
1,13,2013-01-04,0,40493.3531688889
1,13,2013-01-11,0,38862.3387855555
1,13,2013-01-18,0,38142.8070377778
1,13,2013-01-25,0,37880.6922155555
1,13,2013-02-01,0,42668.6542266667
1,13,2013-02-08,1,43162.6583088889
1,13,2013-02-15,0,40680.3476844444
1,13,2013-02-22,0,40641.4628855555
1,13,2013-03-01,0,40894.8263966667
1,13,2013-03-08,0,40478.10419
1,13,2013-03-15,0,38745.4300688889
1,13,2013-03-22,0,40292.6459122222
1,13,2013-03-29,0,38815.7506877778
1,13,2013-04-05,0,41385.3259611111
1,13,2013-04-12,0,38849.8803144444
1,13,2013-04-19,0,38546.2246755555
1,13,2013-04-26,0,38385.3355377777
1,13,2013-05-03,0,39786.6825211111
1,13,2013-05-10,0,38315.0670566667
1,13,2013-05-17,0,39143.2103877778
1,13,2013-05-24,0,38611.1102144444
1,13,2013-05-31,0,37861.05185
1,13,2013-06-07,0,40209.7513955556
1,13,2013-06-14,0,39670.3886555555
1,13,2013-06-21,0,39287.5904522222
1,13,2013-06-28,0,38924.9573711111
1,13,2013-07-05,0,41705.6160055556
1,13,2013-07-12,0,38647.8214322222
1,13,2013-07-19,0,38346.8569277778
1,13,2013-07-26,0,38340.8749955556
1,14,2012-11-02,0,16271.6891277778
1,14,2012-11-09,0,16347.7412255555
1,14,2012-11-16,0,18102.1790388889
1,14,2012-11-23,1,33390.7028711111
1,14,2012-11-30,0,27250.0818177778
1,14,2012-12-07,0,24027.6068533333
1,14,2012-12-14,0,26296.1725666667
1,14,2012-12-21,0,32860.5826466667
1,14,2012-12-28,1,30745.5576177778
1,14,2013-01-04,0,16233.0691369841
1,14,2013-01-11,0,15973.6159488889
1,14,2013-01-18,0,15227.6343125397
1,14,2013-01-25,0,14402.8902844444
1,14,2013-02-01,0,17798.8500066667
1,14,2013-02-08,1,17608.3999066667
1,14,2013-02-15,0,17705.8261566667
1,14,2013-02-22,0,17051.1152222222
1,14,2013-03-01,0,17030.3196077778
1,14,2013-03-08,0,16369.6634977778
1,14,2013-03-15,0,14696.9391
1,14,2013-03-22,0,16449.1552166667
1,14,2013-03-29,0,16591.6494311111
1,14,2013-04-05,0,16408.0070988889
1,14,2013-04-12,0,14738.0127766667
1,14,2013-04-19,0,14301.0516877778
1,14,2013-04-26,0,14536.3693944444
1,14,2013-05-03,0,14682.8501255556
1,14,2013-05-10,0,15050.1647855556
1,14,2013-05-17,0,14499.39749
1,14,2013-05-24,0,16507.4752911111
1,14,2013-05-31,0,15720.4218844444
1,14,2013-06-07,0,14333.2906444444
1,14,2013-06-14,0,16264.3069244445
1,14,2013-06-21,0,15338.83428
1,14,2013-06-28,0,13912.0311725685
1,14,2013-07-05,0,16998.3858466667
1,14,2013-07-12,0,14578.7848371717
1,14,2013-07-19,0,13810.6072
1,14,2013-07-26,0,12681.1971977778
1,16,2012-11-02,0,8778.25520888889
1,16,2012-11-09,0,9134.21926888889
1,16,2012-11-16,0,8204.59787777778
1,16,2012-11-23,1,8953.78902555555
1,16,2012-11-30,0,8549.67555555555
1,16,2012-12-07,0,9674.28622777777
1,16,2012-12-14,0,7543.61751666667
1,16,2012-12-21,0,8548.06945111111
1,16,2012-12-28,1,8291.96504666667
1,16,2013-01-04,0,9191.31531777778
1,16,2013-01-11,0,8886.53785888889
1,16,2013-01-18,0,8915.42391222222
1,16,2013-01-25,0,10161.2325955556
1,16,2013-02-01,0,14266.3289511111
1,16,2013-02-08,1,15998.0410644444
1,16,2013-02-15,0,14703.8098677778
1,16,2013-02-22,0,17764.3089844444
1,16,2013-03-01,0,26662.6525633333
1,16,2013-03-08,0,27107.4462677778
1,16,2013-03-15,0,32906.371678254
1,16,2013-03-22,0,43034.9041622222
1,16,2013-03-29,0,31689.4670515873
1,16,2013-04-05,0,35719.8533744444
1,16,2013-04-12,0,39786.1895888889
1,16,2013-04-19,0,42225.6189333333
1,16,2013-04-26,0,37465.3553633333
1,16,2013-05-03,0,42915.5373744444
1,16,2013-05-10,0,40545.3261988889
1,16,2013-05-17,0,41523.2761946032
1,16,2013-05-24,0,40394.5216655555
1,16,2013-05-31,0,40578.5378633333
1,16,2013-06-07,0,38311.9367550794
1,16,2013-06-14,0,37113.3702039683
1,16,2013-06-21,0,37195.0733673016
1,16,2013-06-28,0,35811.4337752381
1,16,2013-07-05,0,34673.72032
1,16,2013-07-12,0,31706.9548255555
1,16,2013-07-19,0,30853.3532006349
1,16,2013-07-26,0,28509.0675222751
1,17,2012-11-02,0,8894.03568444445
1,17,2012-11-09,0,8968.81377888889
1,17,2012-11-16,0,9598.64268222222
1,17,2012-11-23,1,11452.1918911111
1,17,2012-11-30,0,11001.4900333333
1,17,2012-12-07,0,10744.4391122222
1,17,2012-12-14,0,11492.2088844445
1,17,2012-12-21,0,13606.3644933333
1,17,2012-12-28,1,12316.32441
1,17,2013-01-04,0,9030.37409777778
1,17,2013-01-11,0,8988.55029222223
1,17,2013-01-18,0,8900.88687444445
1,17,2013-01-25,0,8690.54610222222
1,17,2013-02-01,0,9322.78203222223
1,17,2013-02-08,1,9874.82141
1,17,2013-02-15,0,10103.6501288889
1,17,2013-02-22,0,9978.43732222223
1,17,2013-03-01,0,10162.2974988889
1,17,2013-03-08,0,9959.77846
1,17,2013-03-15,0,9774.27501111112
1,17,2013-03-22,0,9264.94834333334
1,17,2013-03-29,0,9428.64732333334
1,17,2013-04-05,0,9440.91642444444
1,17,2013-04-12,0,8968.12770555555
1,17,2013-04-19,0,8096.65782333333
1,17,2013-04-26,0,9079.26615666666
1,17,2013-05-03,0,9183.76650531746
1,17,2013-05-10,0,9467.09178494709
1,17,2013-05-17,0,9177.83762939154
1,17,2013-05-24,0,9244.70409883598
1,17,2013-05-31,0,9117.67525216932
1,17,2013-06-07,0,9195.44819272487
1,17,2013-06-14,0,9173.36107328043
1,17,2013-06-21,0,9187.4519410582
1,17,2013-06-28,0,9151.61340550265
1,17,2013-07-05,0,9259.51412105821
1,17,2013-07-12,0,8975.06385994709
1,17,2013-07-19,0,9054.79034661376
1,17,2013-07-26,0,9119.78776772487
1,18,2012-11-02,0,14432.6854311111
1,18,2012-11-09,0,12858.30465
1,18,2012-11-16,0,13719.6535911111
1,18,2012-11-23,1,26445.5426233333
1,18,2012-11-30,0,24313.3188388889
1,18,2012-12-07,0,30335.4249833333
1,18,2012-12-14,0,29905.5526088889
1,18,2012-12-21,0,23643.7114222222
1,18,2012-12-28,1,24312.6989311111
1,18,2013-01-04,0,10753.0451644444
1,18,2013-01-11,0,9390.91081333334
1,18,2013-01-18,0,6230.42341111111
1,18,2013-01-25,0,4627.33469555556
1,18,2013-02-01,0,9001.92995999999
1,18,2013-02-08,1,10791.6227333333
1,18,2013-02-15,0,10867.3263888889
1,18,2013-02-22,0,8736.18148777777
1,18,2013-03-01,0,7320.57365
1,18,2013-03-08,0,6285.35845
1,18,2013-03-15,0,4273.95346888889
1,18,2013-03-22,0,6987.75640333333
1,18,2013-03-29,0,7976.93970111111
1,18,2013-04-05,0,7113.68199666666
1,18,2013-04-12,0,4684.68116222222
1,18,2013-04-19,0,5225.59912
1,18,2013-04-26,0,5517.78398888889
1,18,2013-05-03,0,5121.78288111111
1,18,2013-05-10,0,3281.32819666667
1,18,2013-05-17,0,4052.78251888889
1,18,2013-05-24,0,3975.29184444444
1,18,2013-06-07,0,2259.50921555556
1,18,2013-07-05,0,4017.65811666666
1,19,2012-11-02,0,1106.22513333333
1,19,2012-11-09,0,1084.33132777778
1,19,2012-11-16,0,1151.41132666667
1,19,2012-11-23,1,1268.56094222222
1,19,2012-11-30,0,1288.97638
1,19,2012-12-07,0,1368.74909444444
1,19,2012-12-14,0,1412.02407
1,19,2012-12-21,0,1447.16673333333
1,19,2012-12-28,1,1232.69128
1,19,2013-01-04,0,916.241266666667
1,19,2013-01-11,0,912.326124444445
1,19,2013-01-18,0,985.411132222222
1,19,2013-01-25,0,965.558776666667
1,19,2013-02-01,0,1048.38837
